41490.67233,562.97
41490.6876,585.83
41490.68795,658.98
41490.68829,708.05
41490.68863,744.02
41490.68898,758.04
41490.68934,779.07
41490.68969,798.88
41490.69039,840.94
41490.69073,864.11
41490.69108,890.02
41490.69141,911.96
41490.69177,941.83
41490.69213,980.85
41490.69281,1033.88
41490.69315,1068.02
41490.6935,1100.02
41490.69385,1131.11
41490.69419,1160.07
41490.69455,1186.89
41490.69488,1213.1
41490.69525,1238.1
41490.69558,1260.04
41490.69595,1284.12
41490.69627,1310.03
41490.69662,1337.16
41490.69698,1362.15
41490.69733,1384.1
41490.69766,1410
41490.69802,1437.13
41490.69836,1456.94
41490.69873,1488.03
41490.69906,1524
41490.69941,1549.91
41490.69975,1565.15
41490.7001,1581
41490.70046,1597.15
41490.7008,1616.05
41490.70116,1637.08
41490.70148,1652.02
41490.70185,1672.13
41490.70219,1689.2
41490.70253,1709.93
41490.70288,1739.19
41490.70322,1766.93
41490.70358,1793.14
41490.70392,1819.96
41490.70427,1851.96
41490.70461,1882.14
41490.70497,1915.06
41490.70531,1943.1
41490.70566,1972.06
41490.70635,2028.14
41490.70671,2054.05
41490.70705,2079.04
41490.70774,2127.2
41490.70809,2153.11
41490.70844,2177.19
41490.7088,2209.19
41490.70914,2248.2
41490.70949,2290.27
41490.70984,2327.15
41490.71017,2366.16
41490.71052,2409.14
41490.71123,2487.17
41490.7116,2529.23
41490.71192,2573.12
41490.71227,2601.16
41490.7126,2623.11
41490.7133,2674.32
41490.71365,2694.13
41490.71399,2714.24
41490.71434,2734.06
41490.71469,2753.26
41490.71503,2772.16
41490.71537,2789.22
41490.71573,2811.17
41490.71606,2838.3
41490.71677,2894.08
41490.71711,2916.33
41490.71745,2945.28
41490.7178,2977.29
41490.71817,3013.25
41490.7185,3059.28
41490.71885,3109.26
41490.7192,3151.33
41490.7199,3232.4
41490.72059,3314.4
41490.72095,3355.24
41490.72128,3396.39
41490.72164,3436.32
41490.72197,3475.33
41490.72233,3515.26
41490.72267,3555.19
41490.72301,3592.37
41490.72338,3626.21
41490.7237,3658.21
41490.72406,3687.17
41490.72509,3758.18
41490.72546,3777.39
41490.72648,3841.39
41490.72684,3865.47
41490.72718,3889.25
41490.72755,3914.24
41490.72787,3937.41
41490.72822,3963.31
41490.72856,3990.44
41490.72891,4020.31
41490.72926,4053.23
41490.72963,4087.37
41490.72995,4115.41
41490.7303,4150.46
41490.73065,4187.34
41490.731,4225.44
41490.73134,4264.46
41490.73169,4310.48
41490.73204,4360.47
41490.73237,4410.46
41490.73272,4463.49
41490.73307,4518.36
41490.73341,4569.56
41490.73376,4622.29
41490.73411,4671.36
41490.73446,4723.49
41490.7348,4770.42
41490.73515,4814.32
41490.7355,4855.46
41490.73584,4888.38
41490.73619,4917.34
41490.73654,4944.47
41490.73689,4967.33
41490.73723,4984.39
41490.73758,4997.5
41490.73794,5009.39
41490.73828,5020.36
41490.73862,5036.52
41490.73897,5057.55
41490.73933,5082.54
41490.73966,5113.63
41490.74001,5149.6
41490.74036,5186.48
41490.74071,5225.49
41490.74105,5268.47
41490.74141,5314.49
41490.74175,5359.6
41490.74209,5402.58
41490.74244,5451.65
41490.7428,5499.51
41490.74314,5549.49
41490.74348,5597.65
41490.74383,5643.68
41490.74418,5685.43
41490.74453,5726.58
41490.74487,5764.68
41490.74522,5799.43
41490.74557,5830.52
41490.74591,5857.65
