41553.70556,915.01
41553.72917,912.88
41553.73333,960.12
41553.73472,1199.08
41553.73611,1337.16
41553.7375,1449.93
41553.73889,1533.14
41553.74167,1744.07
41553.74306,1867.2
41553.74444,2009.24
41553.74583,2118.97
41553.74722,2212.24
41553.74861,2313.13
41553.75,2410.05
41553.75139,2533.19
41553.75278,2662.12
41553.75417,2783.13
41553.75556,2924.25
41553.75694,3064.15
41553.75833,3200.4
41553.75972,3314.4
41553.76111,3419.25
41553.7625,3524.4
41553.76389,3614.32
41553.76528,3710.33
41553.76667,3842.31
41553.76806,4017.26
41553.76944,4119.37
41553.77083,4215.38
41553.77222,4364.43
41553.77361,4508.3
41553.775,4618.33
41553.77639,4752.44
41553.77778,4909.41
41553.77917,5065.47
41553.78056,5213.6
41553.78194,5367.53
41553.78333,5532.42
41553.78472,5715.61
41553.78611,5892.7
41553.7875,6061.56
41553.78889,6216.7
41553.79028,6372.76
41553.79167,6542.53
41553.79306,6719.62
41553.79444,6886.65
41553.79583,7063.74
41553.79722,7248.75
41553.79861,7456.93
41553.8,7692.85
41553.80139,7935.77
41553.80278,8179
41553.80417,8425.89
41553.80556,8621.88
41553.80694,8828.84
41553.80833,9034.88
41553.80972,9247.94
41553.81111,9471.96
41553.8125,9680.14
41553.81389,9946.23
41553.81528,10160.2
41553.81667,10374.17
41553.81806,10588.14
41553.81944,10818.27
41553.82083,11062.11
41553.82222,11321.19
41553.82361,11582.4
41553.825,11834.47
41553.82639,12098.43
41553.82778,12374.27
41553.82917,12626.34
41553.83056,12880.54
41553.83333,13438.63
41553.83472,13714.48
41553.83611,13996.72
41553.8375,14268.6
41553.83889,14564.56
41553.84028,14852.6
41553.84167,15135.76
41553.84306,15448.79
41553.84444,15765.78
41553.84583,16066.01
41553.84722,16367.76
41553.84861,16678.05
41553.85,16988.94
41553.85139,17314.16
41553.85278,17632.98
41553.85417,17935.96
41553.85556,18240.15
41553.85694,18552.26
41553.85833,18851.27
41553.86042,19186.25
41553.86111,19516.34
41553.8625,19851.32
41553.86389,20145.45
41553.86528,20467.32
41553.86667,20783.4
41553.86806,21096.43
41553.86944,21413.42
41553.87083,21725.53
41553.87222,22046.49
41553.875,22688.7
41553.87639,23004.78
41553.87778,23344.63
41553.87917,23672.9
41553.88056,23995.99
41553.88194,24307.8
41553.88333,24654.05
41553.88472,25006.1
41553.88611,25324
41553.8875,25665.99
41553.88889,25992.12
41553.89028,26322.22
41553.89167,26646.23
41553.89444,27281.12
41553.89583,27578.3
41553.89722,27912.36
41553.89861,28240.33
41553.9,28557.32
41553.90139,28879.5
41553.90278,29222.4
41553.90417,29561.64
41553.90556,29882.59
41553.90694,30228.54
41553.90833,30558.64
41553.90972,30880.81
41553.91111,31173.72
41553.9125,31478.83
41553.91389,31827.83
41553.91528,32167.98
41553.91667,32413.04
41553.91806,32748.02
41553.91944,33114.08
41553.92083,33382.92
41553.92222,33687.11
41553.92361,34039.15
41553.925,34341.21
41553.92778,34976.1
41553.92917,35267.19
41553.93125,35511.33
41553.93194,35813.39
41553.93333,36060.28
41553.93472,36313.26
41553.93611,36558.32
41553.9375,36809.48
41553.93889,37070.39
41553.94028,37304.47
41553.94167,37591.59
41553.94306,37857.68
41553.94444,38085.67
41553.94583,38261.54
41553.94722,38424.61
41553.94861,38635.53
41553.95,38801.65
41553.95139,39021.72
